STATENAME,URL,WEBSITE,ACTIVITYESTIMATE,WEEKEND,WEEK,SEASON
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Apr-08-2017,14,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Apr-15-2017,15,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Apr-22-2017,16,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Apr-29-2017,17,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,May-06-2017,18,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,May-13-2017,19,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,May-20-2017,20,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Oct-07-2017,40,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Oct-14-2017,41,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Oct-21-2017,42,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Oct-28-2017,43,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Nov-04-2017,44,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",No Activity,Nov-11-2017,45,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Nov-18-2017,46,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Nov-25-2017,47,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Dec-02-2017,48,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Sporadic,Dec-09-2017,49,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Dec-16-2017,50,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Dec-23-2017,51,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Dec-30-2017,52,2017-18
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information",Local Activity,Jan-06-2018,1,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-10-2015,40,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-17-2015,41,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-24-2015,42,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-31-2015,43,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-07-2015,44,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-14-2015,45,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-21-2015,46,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-28-2015,47,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Dec-05-2015,48,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Dec-12-2015,49,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Dec-19-2015,50,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Dec-26-2015,51,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Jan-02-2016,52,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Jan-09-2016,1,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Jan-16-2016,2,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Jan-23-2016,3,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Local Activity,Jan-30-2016,4,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Feb-06-2016,5,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Feb-13-2016,6,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Feb-20-2016,7,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Feb-27-2016,8,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Mar-05-2016,9,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Mar-12-2016,10,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Mar-19-2016,11,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Mar-26-2016,12,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Apr-02-2016,13,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Apr-09-2016,14,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Apr-16-2016,15,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Apr-23-2016,16,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Apr-30-2016,17,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,May-07-2016,18,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,May-14-2016,19,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,May-21-2016,20,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-08-2016,40,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-15-2016,41,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-22-2016,42,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-29-2016,43,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-05-2016,44,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-12-2016,45,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-19-2016,46,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-26-2016,47,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Dec-03-2016,48,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Dec-10-2016,49,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Local Activity,Dec-17-2016,50,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Local Activity,Dec-24-2016,51,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Dec-31-2016,52,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Jan-07-2017,1,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Jan-14-2017,2,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Jan-21-2017,3,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Jan-28-2017,4,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Feb-04-2017,5,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Feb-11-2017,6,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Feb-18-2017,7,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Feb-25-2017,8,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Mar-04-2017,9,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Mar-11-2017,10,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Mar-18-2017,11,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Mar-25-2017,12,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Apr-01-2017,13,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Apr-08-2017,14,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Apr-15-2017,15,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Local Activity,Apr-22-2017,16,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Local Activity,Apr-29-2017,17,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,May-06-2017,18,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,May-13-2017,19,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,May-20-2017,20,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-07-2017,40,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-14-2017,41,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-21-2017,42,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Oct-28-2017,43,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-04-2017,44,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Sporadic,Nov-11-2017,45,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Local Activity,Nov-18-2017,46,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Local Activity,Nov-25-2017,47,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Dec-02-2017,48,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Dec-09-2017,49,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Regional,Dec-16-2017,50,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Dec-23-2017,51,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Dec-30-2017,52,2017-18
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Widespread,Jan-06-2018,1,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-10-2015,40,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-17-2015,41,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-24-2015,42,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Local Activity,Oct-31-2015,43,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Nov-07-2015,44,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Nov-14-2015,45,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Nov-21-2015,46,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Nov-28-2015,47,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Dec-05-2015,48,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Dec-12-2015,49,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Dec-19-2015,50,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Dec-26-2015,51,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Jan-02-2016,52,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Jan-09-2016,1,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Jan-16-2016,2,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Jan-23-2016,3,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Jan-30-2016,4,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Feb-06-2016,5,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Feb-13-2016,6,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Feb-20-2016,7,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Feb-27-2016,8,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Mar-05-2016,9,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Mar-12-2016,10,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Mar-19-2016,11,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Mar-26-2016,12,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Apr-02-2016,13,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Local Activity,Apr-09-2016,14,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Apr-16-2016,15,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Apr-23-2016,16,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Apr-30-2016,17,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,May-07-2016,18,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,May-14-2016,19,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,May-21-2016,20,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-08-2016,40,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-15-2016,41,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-22-2016,42,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-29-2016,43,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Nov-05-2016,44,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Nov-12-2016,45,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Nov-19-2016,46,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Local Activity,Nov-26-2016,47,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Dec-03-2016,48,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Dec-10-2016,49,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Local Activity,Dec-17-2016,50,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Dec-24-2016,51,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Dec-31-2016,52,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Local Activity,Jan-07-2017,1,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Jan-14-2017,2,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Jan-21-2017,3,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Jan-28-2017,4,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Feb-04-2017,5,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Feb-11-2017,6,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Feb-18-2017,7,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Feb-25-2017,8,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Mar-04-2017,9,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Mar-11-2017,10,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Mar-18-2017,11,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Mar-25-2017,12,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Apr-01-2017,13,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Apr-08-2017,14,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Local Activity,Apr-15-2017,15,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Apr-22-2017,16,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Apr-29-2017,17,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,May-06-2017,18,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,May-13-2017,19,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,May-20-2017,20,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-07-2017,40,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Sporadic,Oct-14-2017,41,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Local Activity,Oct-21-2017,42,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Oct-28-2017,43,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Nov-04-2017,44,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Nov-11-2017,45,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Nov-18-2017,46,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Nov-25-2017,47,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Dec-02-2017,48,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Dec-09-2017,49,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Regional,Dec-16-2017,50,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Dec-23-2017,51,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Dec-30-2017,52,2017-18
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Widespread,Jan-06-2018,1,2017-18
Guam,,"",Widespread,Oct-10-2015,40,2015-16
Guam,,"",Widespread,Oct-10-2015,40,2015-16
Guam,,"",Widespread,Oct-17-2015,41,2015-16
Guam,,"",Regional,Oct-24-2015,42,2015-16
Guam,,"",Regional,Oct-31-2015,43,2015-16
Guam,,"",Widespread,Nov-07-2015,44,2015-16
Guam,,"",Widespread,Nov-14-2015,45,2015-16
Guam,,"",Widespread,Nov-21-2015,46,2015-16
Guam,,"",Widespread,Nov-28-2015,47,2015-16
Guam,,"",Widespread,Dec-05-2015,48,2015-16
Guam,,"",Widespread,Dec-12-2015,49,2015-16
Guam,,"",Regional,Dec-19-2015,50,2015-16
Guam,,"",Widespread,Dec-26-2015,51,2015-16
Guam,,"",Widespread,Jan-02-2016,52,2015-16
Guam,,"",Regional,Jan-09-2016,1,2015-16
Guam,,"",Local Activity,Jan-16-2016,2,2015-16
Guam,,"",Local Activity,Jan-23-2016,3,2015-16
Guam,,"",Regional,Jan-30-2016,4,2015-16
Guam,,"",Regional,Feb-06-2016,5,2015-16
Guam,,"",Local Activity,Feb-13-2016,6,2015-16
Guam,,"",Widespread,Feb-20-2016,7,2015-16
Guam,,"",Regional,Feb-27-2016,8,2015-16
Guam,,"",Regional,Mar-05-2016,9,2015-16
Guam,,"",Regional,Mar-12-2016,10,2015-16
Guam,,"",Regional,Mar-19-2016,11,2015-16
Guam,,"",Widespread,Mar-26-2016,12,2015-16
Guam,,"",Regional,Apr-02-2016,13,2015-16
Guam,,"",Regional,Apr-09-2016,14,2015-16
Guam,,"",Regional,Apr-16-2016,15,2015-16
Guam,,"",Widespread,Apr-23-2016,16,2015-16
Guam,,"",Widespread,Apr-30-2016,17,2015-16
Guam,,"",Local Activity,May-07-2016,18,2015-16
Guam,,"",Local Activity,May-14-2016,19,2015-16
Guam,,"",Regional,May-21-2016,20,2015-16
Guam,,"",Widespread,Oct-08-2016,40,2016-17
Guam,,"",Widespread,Oct-15-2016,41,2016-17
Guam,,"",Widespread,Oct-22-2016,42,2016-17
Guam,,"",Widespread,Oct-29-2016,43,2016-17
Guam,,"",Regional,Nov-05-2016,44,2016-17
Guam,,"",Widespread,Nov-12-2016,45,2016-17
Guam,,"",Regional,Nov-19-2016,46,2016-17
Guam,,"",Regional,Nov-26-2016,47,2016-17
Guam,,"",Regional,Dec-03-2016,48,2016-17
Guam,,"",Regional,Dec-10-2016,49,2016-17
